"tablescraper-selected-row,""tablescraper-selected-row 2"",""tablescraper-selected-row href"",""tablescraper-selected-row src"",""tablescraper-selected-row 3"",""tablescraper-selected-row 4"",""tablescraper-selected-row 5"",""tablescraper-selected-row 6"",""tablescraper-selected-row src 2"""
"761,""Gittins Robert"",""https://itra.run/RunnerSpace/Gittins.Robert/4383371"",""https://itra.run/images/member-pics/default.jpg"",""14:54:36"",""56"",""H"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"762,""VERA GONZALEZ Gustavo"",""https://itra.run/RunnerSpace/VERA%20GONZALEZ.Gustavo/441175"",""https://itra.run/images/member-pics/default.jpg"",""14:54:45"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"763,""MELIAN MONROY Juan"",""https://itra.run/RunnerSpace/MELIAN%20MONROY.Juan/12141"",""https://itra.run/images/member-pics/default.jpg"",""14:55:02"",""50"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"764,""MORENO DIAZ MAYORDOMO Mario"",""https://itra.run/RunnerSpace/MORENO%20DIAZ%20MAYORDOMO.Mario/1371573"",""https://itra.run/images/member-pics/default.jpg"",""14:55:28"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"765,""TEIJEIRO Alberto Antonio"",""https://itra.run/RunnerSpace/TEIJEIRO.Alberto%20Antonio/414001"",""https://itra.run/images/member-pics/default.jpg"",""14:55:28"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"766,""GOMEZ Jesus"",""https://itra.run/RunnerSpace/GOMEZ.Jesus/514077"",""https://itra.run/Files/Photos/pic72225_00178514.jpg"",""14:55:28"",""55"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"767,""CASALLO CALDERON Joaquin"",""https://itra.run/RunnerSpace/CASALLO%20CALDERON.Joaquin/224949"",""https://itra.run/images/member-pics/default.jpg"",""14:56:04"",""51"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"768,""BLAZQUEZ MUNOZ Fernando"",""https://itra.run/RunnerSpace/BLAZQUEZ%20MUNOZ.Fernando/361601"",""https://itra.run/images/member-pics/default.jpg"",""14:56:08"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"769,""POGGENSEE Ralf"",""https://itra.run/RunnerSpace/POGGENSEE.Ralf/2532245"",""https://itra.run/images/member-pics/default.jpg"",""14:56:18"",""48"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"770,""TSCHAPELLER Helmut"",""https://itra.run/RunnerSpace/TSCHAPELLER.Helmut/2050291"",""https://itra.run/images/member-pics/default.jpg"",""14:56:42"",""34"",""H"",""AUT"",""https://itra.run/images/CountryFlags/at.svg"""
"771,""PEREZ LOSADA Carlos"",""https://itra.run/RunnerSpace/PEREZ%20LOSADA.Carlos/2204891"",""https://itra.run/images/member-pics/default.jpg"",""14:57:10"",""31"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"772,""PEDROSA CARNERO Pablo Adrian"",""https://itra.run/RunnerSpace/PEDROSA%20CARNERO.Pablo%20Adrian/3059193"",""https://itra.run/images/member-pics/default.jpg"",""14:57:15"",""49"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"773,""Paz fraga Sabela"",""https://itra.run/RunnerSpace/Paz%20fraga.Sabela/1775881"",""https://itra.run/images/member-pics/default.jpg"",""14:57:31"",""30"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"774,""Nogalski Wojciech"",""https://itra.run/RunnerSpace/Nogalski.Wojciech/1659711"",""https://itra.run/Files/Photos/pic140269_fb64e1bb.jpg"",""14:57:38"",""38"",""H"",""POL"",""https://itra.run/images/CountryFlags/pl.svg"""
"775,""GROS PARADA Jaume"",""https://itra.run/RunnerSpace/GROS%20PARADA.Jaume/1967101"",""https://itra.run/images/member-pics/default.jpg"",""14:58:39"",""54"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"776,""OLIVER OBRER Javier"",""https://itra.run/RunnerSpace/OLIVER%20OBRER.Javier/3059195"",""https://itra.run/images/member-pics/default.jpg"",""14:58:48"",""59"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"777,""RODRIGUEZ FALCON David"",""https://itra.run/RunnerSpace/RODRIGUEZ%20FALCON.David/3059197"",""https://itra.run/images/member-pics/default.jpg"",""14:58:48"",""34"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"778,""FERNANDEZ OMS Toni"",""https://itra.run/RunnerSpace/FERNANDEZ%20OMS.Toni/452317"",""https://itra.run/images/member-pics/default.jpg"",""14:59:12"",""27"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"779,""ALLEPUZ FARRE Ricard"",""https://itra.run/RunnerSpace/ALLEPUZ%20FARRE.Ricard/1540387"",""https://itra.run/images/member-pics/default.jpg"",""14:59:13"",""27"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"780,""PALOMARES MARTIN Felipe"",""https://itra.run/RunnerSpace/PALOMARES%20MARTIN.Felipe/1874059"",""https://itra.run/images/member-pics/default.jpg"",""14:59:16"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"781,""PEREZ GARRIDO Antonio Maunel"",""https://itra.run/RunnerSpace/PEREZ%20GARRIDO.Antonio%20Maunel/3059199"",""https://itra.run/images/member-pics/default.jpg"",""14:59:46"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"782,""NINNEMANN Maurice"",""https://itra.run/RunnerSpace/NINNEMANN.Maurice/330614"",""https://itra.run/Files/Photos/pic162733_00abec2b.jpg"",""14:59:56"",""35"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"783,""RODRIGUEZ RUBIO Guillermo"",""https://itra.run/RunnerSpace/RODRIGUEZ%20RUBIO.Guillermo/1014741"",""https://itra.run/images/member-pics/default.jpg"",""15:00:34"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"784,""FERNANDEZ RODRIGUEZ Israel"",""https://itra.run/RunnerSpace/FERNANDEZ%20RODRIGUEZ.Israel/423336"",""https://itra.run/images/member-pics/default.jpg"",""15:00:54"",""44"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"785,""RAMOS REYES Jonathan"",""https://itra.run/RunnerSpace/RAMOS%20REYES.Jonathan/366834"",""https://itra.run/images/member-pics/default.jpg"",""15:01:47"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"786,""GONZALEZ CASIELLES Hernan"",""https://itra.run/RunnerSpace/GONZALEZ%20CASIELLES.Hernan/1773353"",""https://itra.run/images/member-pics/default.jpg"",""15:01:48"",""50"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"787,""SAN BLAS SANTOS Andoni Jose"",""https://itra.run/RunnerSpace/SAN%20BLAS%20SANTOS.Andoni%20Jose/3059201"",""https://itra.run/images/member-pics/default.jpg"",""15:02:21"",""19"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"788,""TORRES MARTIN Dani"",""https://itra.run/RunnerSpace/TORRES%20MARTIN.Dani/637694"",""https://itra.run/images/member-pics/default.jpg"",""15:02:39"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"789,""CHIARVA UMBERTO"",""https://itra.run/RunnerSpace/CHIARVA.UMBERTO/311881"",""https://itra.run/images/member-pics/default.jpg"",""15:05:08"",""38"",""H"",""ITA"",""https://itra.run/images/CountryFlags/it.svg"""
"790,""BATISTE LLOBET Roger"",""https://itra.run/RunnerSpace/BATISTE%20LLOBET.Roger/356183"",""https://itra.run/images/member-pics/default.jpg"",""15:05:11"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"791,""KUREK Tomasz"",""https://itra.run/RunnerSpace/KUREK.Tomasz/2201027"",""https://itra.run/images/member-pics/default.jpg"",""15:05:12"",""51"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"792,""ANDRES RIAU Joan R"",""https://itra.run/RunnerSpace/ANDRES%20RIAU.Joan%20R/3059203"",""https://itra.run/images/member-pics/default.jpg"",""15:05:13"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"793,""MARTINEZ REVERON Juan Israel"",""https://itra.run/RunnerSpace/MARTINEZ%20REVERON.Juan%20Israel/2065065"",""https://itra.run/images/member-pics/default.jpg"",""15:05:15"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"794,""Gordillo Silva Cayetano"",""https://itra.run/RunnerSpace/Gordillo%20Silva.Cayetano/830144"",""https://itra.run/images/member-pics/default.jpg"",""15:05:20"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"795,""RODRIGUEZ GALINDO Ignacio"",""https://itra.run/RunnerSpace/RODRIGUEZ%20GALINDO.Ignacio/3059205"",""https://itra.run/images/member-pics/default.jpg"",""15:05:21"",""56"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"796,""MELIAN ESPINOSA Pablo"",""https://itra.run/RunnerSpace/MELIAN%20ESPINOSA.Pablo/551082"",""https://itra.run/images/member-pics/default.jpg"",""15:05:25"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"797,""COLOMA GUARDIOLA Manuel"",""https://itra.run/RunnerSpace/COLOMA%20GUARDIOLA.Manuel/1703663"",""https://itra.run/Files/Photos/pic95407_87eca356.jpg"",""15:05:28"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"798,""HERNANDEZ BRITO Jose Carlos"",""https://itra.run/RunnerSpace/HERNANDEZ%20BRITO.Jose%20Carlos/375484"",""https://itra.run/images/member-pics/default.jpg"",""15:05:32"",""54"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"799,""DIAZ DIAZ Ana Belen"",""https://itra.run/RunnerSpace/DIAZ%20DIAZ.Ana%20Belen/1469351"",""https://itra.run/images/member-pics/default.jpg"",""15:05:33"",""45"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"800,""TAKAHASHI RAMOS Noboru"",""https://itra.run/RunnerSpace/TAKAHASHI%20RAMOS.Noboru/1286405"",""https://itra.run/Files/Photos/pic123123_fa98bf01.jpg"",""15:05:46"",""44"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"801,""Silva Artur"",""https://itra.run/RunnerSpace/Silva.Artur/1187461"",""https://itra.run/Files/Photos/pic190553_63499bcb.jpg"",""15:06:32"",""54"",""H"",""POR"",""https://itra.run/images/CountryFlags/pt.svg"""
"802,""LOPEZ CALDERERO Iker"",""https://itra.run/RunnerSpace/LOPEZ%20CALDERERO.Iker/3059207"",""https://itra.run/images/member-pics/default.jpg"",""15:06:41"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"803,""RODRIGUEZ HERNANDEZ Jesus"",""https://itra.run/RunnerSpace/RODRIGUEZ%20HERNANDEZ.Jesus/463249"",""https://itra.run/images/member-pics/default.jpg"",""15:07:28"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"804,""Elipe Diaz Juan Carlos"",""https://itra.run/RunnerSpace/Elipe%20Diaz.Juan%20Carlos/1878215"",""https://itra.run/images/member-pics/default.jpg"",""15:08:31"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"805,""MORALES RODRIGUEZ Laura"",""https://itra.run/RunnerSpace/MORALES%20RODRIGUEZ.Laura/1951249"",""https://itra.run/images/member-pics/default.jpg"",""15:08:53"",""43"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"806,""CASTANEDA MONTERO Alberto"",""https://itra.run/RunnerSpace/CASTANEDA%20MONTERO.Alberto/2418285"",""https://itra.run/images/member-pics/default.jpg"",""15:08:54"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"807,""SNIJDER Rachel"",""https://itra.run/RunnerSpace/SNIJDER.Rachel/1998775"",""https://itra.run/images/member-pics/default.jpg"",""15:09:15"",""33"",""F"",""NED"",""https://itra.run/images/CountryFlags/nl.svg"""
"808,""Tortosa Aparicio Miguel Angel"",""https://itra.run/RunnerSpace/Tortosa%20Aparicio.Miguel%20Angel/647611"",""https://itra.run/images/member-pics/default.jpg"",""15:09:27"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"809,""Santana Deniz Jorge"",""https://itra.run/RunnerSpace/Santana%20Deniz.Jorge/235179"",""https://itra.run/images/member-pics/default.jpg"",""15:09:57"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"810,""Romero Palacio Ruben"",""https://itra.run/RunnerSpace/Romero%20Palacio.Ruben/310580"",""https://itra.run/Files/Photos/pic80009_ae4fda84.jpg"",""15:10:39"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"811,""CRUZ MONZON Victor Manuel"",""https://itra.run/RunnerSpace/CRUZ%20MONZON.Victor%20Manuel/463289"",""https://itra.run/images/member-pics/default.jpg"",""15:10:41"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"812,""Podkocki Arthur"",""https://itra.run/RunnerSpace/Podkocki.Arthur/2052555"",""https://itra.run/images/member-pics/default.jpg"",""15:11:20"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"813,""KLINKENBERG Andreas"",""https://itra.run/RunnerSpace/KLINKENBERG.Andreas/1537665"",""https://itra.run/images/member-pics/default.jpg"",""15:11:21"",""49"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"814,""SANCHEZ TAPIAL Angel"",""https://itra.run/RunnerSpace/SANCHEZ%20TAPIAL.Angel/1828823"",""https://itra.run/images/member-pics/default.jpg"",""15:14:47"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"815,""HERNANDEZ ACOSTA Noe"",""https://itra.run/RunnerSpace/HERNANDEZ%20ACOSTA.Noe/1072105"",""https://itra.run/images/member-pics/default.jpg"",""15:15:14"",""56"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"816,""VENINI Nicola"",""https://itra.run/RunnerSpace/VENINI.Nicola/3059211"",""https://itra.run/images/member-pics/default.jpg"",""15:16:41"",""29"",""H"",""ITA"",""https://itra.run/images/CountryFlags/it.svg"""
"817,""VRANKEN Nick"",""https://itra.run/RunnerSpace/VRANKEN.Nick/829078"",""https://itra.run/images/member-pics/default.jpg"",""15:16:43"",""37"",""H"",""BEL"",""https://itra.run/images/CountryFlags/be.svg"""
"818,""CAYET Gilles"",""https://itra.run/RunnerSpace/CAYET.Gilles/419486"",""https://itra.run/images/member-pics/default.jpg"",""15:16:48"",""46"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"819,""HIDALGO Adriana"",""https://itra.run/RunnerSpace/HIDALGO.Adriana/377572"",""https://itra.run/images/member-pics/default.jpg"",""15:18:39"",""42"",""F"",""ARG"",""https://itra.run/images/CountryFlags/ar.svg"""
"820,""URZOLA MOREU Jose"",""https://itra.run/RunnerSpace/URZOLA%20MOREU.Jose/372498"",""https://itra.run/images/member-pics/default.jpg"",""15:19:39"",""55"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"821,""MORA RODRIGUEZ Catalina Clara"",""https://itra.run/RunnerSpace/MORA%20RODRIGUEZ.Catalina%20Clara/262528"",""https://itra.run/images/member-pics/default.jpg"",""15:20:20"",""51"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"822,""Bertrem Dries"",""https://itra.run/RunnerSpace/Bertrem.Dries/1608707"",""https://itra.run/images/member-pics/default.jpg"",""15:20:29"",""30"",""H"",""BEL"",""https://itra.run/images/CountryFlags/be.svg"""
"823,""Pereira Vazquez Jose Manuel"",""https://itra.run/RunnerSpace/Pereira%20Vazquez.Jose%20Manuel/2017825"",""https://itra.run/Files/Photos/pic125591_d5691337.jpg"",""15:21:11"",""32"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"824,""SANTANA Alexis"",""https://itra.run/RunnerSpace/SANTANA.Alexis/235329"",""https://itra.run/images/member-pics/default.jpg"",""15:22:15"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"825,""Porta Pelayo José María"",""https://itra.run/RunnerSpace/Porta%20Pelayo.Jos%C3%A9%20Mar%C3%ADa/4175198"",""https://itra.run/images/member-pics/default.jpg"",""15:22:17"",""40"",""H"",""ES"",""https://itra.run/images/public/Logo_itra_V%20N.png"""
"826,""CERVI Massimo"",""https://itra.run/RunnerSpace/CERVI.Massimo/2204943"",""https://itra.run/images/member-pics/default.jpg"",""15:22:19"",""52"",""H"",""ITA"",""https://itra.run/images/CountryFlags/it.svg"""
"827,""Porta Pelayo Daniel"",""https://itra.run/RunnerSpace/Porta%20Pelayo.Daniel/4175237"",""https://itra.run/images/member-pics/default.jpg"",""15:22:21"",""42"",""H"",""ES"",""https://itra.run/images/public/Logo_itra_V%20N.png"""
"828,""PEREZ GOMEZ Juan Miguel"",""https://itra.run/RunnerSpace/PEREZ%20GOMEZ.Juan%20Miguel/1396101"",""https://itra.run/images/member-pics/default.jpg"",""15:22:34"",""56"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"829,""ANTONIO Fernandez Garcia"",""https://itra.run/RunnerSpace/ANTONIO.Fernandez%20Garcia/2018073"",""https://itra.run/images/member-pics/default.jpg"",""15:22:49"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"830,""LAIZ CARRION Raul"",""https://itra.run/RunnerSpace/LAIZ%20CARRION.Raul/1395979"",""https://itra.run/images/member-pics/default.jpg"",""15:23:02"",""46"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"831,""LAIZ CARRION David"",""https://itra.run/RunnerSpace/LAIZ%20CARRION.David/1469205"",""https://itra.run/images/member-pics/default.jpg"",""15:23:02"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"832,""BRITO FONTES David"",""https://itra.run/RunnerSpace/BRITO%20FONTES.David/702282"",""https://itra.run/images/member-pics/default.jpg"",""15:23:06"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"833,""MEDINA SOSA Carlos Gustavo"",""https://itra.run/RunnerSpace/MEDINA%20SOSA.Carlos%20Gustavo/231232"",""https://itra.run/images/member-pics/default.jpg"",""15:23:13"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"834,""Bukalski Zbigniew"",""https://itra.run/RunnerSpace/Bukalski.Zbigniew/323384"",""https://itra.run/images/member-pics/default.jpg"",""15:23:56"",""49"",""H"",""POL"",""https://itra.run/images/CountryFlags/pl.svg"""
"835,""RIO Valerie"",""https://itra.run/RunnerSpace/RIO.Valerie/547281"",""https://itra.run/images/member-pics/default.jpg"",""15:23:58"",""45"",""F"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"836,""ALVAREZ BENITO Gonzalo"",""https://itra.run/RunnerSpace/ALVAREZ%20BENITO.Gonzalo/1440753"",""https://itra.run/images/member-pics/default.jpg"",""15:24:00"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"837,""HIDAJAT Herman"",""https://itra.run/RunnerSpace/HIDAJAT.Herman/1537713"",""https://itra.run/images/member-pics/default.jpg"",""15:24:32"",""44"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"838,""RIDELOVA Veronika"",""https://itra.run/RunnerSpace/RIDELOVA.Veronika/2550893"",""https://itra.run/images/member-pics/default.jpg"",""15:24:55"",""32"",""H"",""CZE"",""https://itra.run/images/CountryFlags/cz.svg"""
"839,""GINES FRANCISCO"",""https://itra.run/RunnerSpace/GINES.FRANCISCO/1540477"",""https://itra.run/Files/Photos/pic268573_fc74f105.jpg"",""15:25:37"",""28"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"840,""MENESES CASTILLO Ramon"",""https://itra.run/RunnerSpace/MENESES%20CASTILLO.Ramon/696017"",""https://itra.run/images/member-pics/default.jpg"",""15:25:46"",""57"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"841,""HERNANDEZ CALVO Ana"",""https://itra.run/RunnerSpace/HERNANDEZ%20CALVO.Ana/769422"",""https://itra.run/images/member-pics/default.jpg"",""15:25:47"",""48"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"842,""Kudinov Kyrylo"",""https://itra.run/RunnerSpace/Kudinov.Kyrylo/2270959"",""https://itra.run/images/member-pics/default.jpg"",""15:26:58"",""39"",""H"",""UKR"",""https://itra.run/images/CountryFlags/ua.svg"""
"843,""ORTEGA MORENO Fernando"",""https://itra.run/RunnerSpace/ORTEGA%20MORENO.Fernando/1433819"",""https://itra.run/images/member-pics/default.jpg"",""15:27:01"",""44"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"844,""SOLDEVILA OUTEIRAL Inaki"",""https://itra.run/RunnerSpace/SOLDEVILA%20OUTEIRAL.Inaki/2346345"",""https://itra.run/images/member-pics/default.jpg"",""15:28:30"",""50"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"845,""PRIEGO GONZALEZ Efren"",""https://itra.run/RunnerSpace/PRIEGO%20GONZALEZ.Efren/1422407"",""https://itra.run/Files/Photos/pic124591_62f37eeb.jpg"",""15:28:46"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"846,""NAUWELAERTS Rik"",""https://itra.run/RunnerSpace/NAUWELAERTS.Rik/1018573"",""https://itra.run/images/member-pics/default.jpg"",""15:28:58"",""32"",""H"",""BEL"",""https://itra.run/images/CountryFlags/be.svg"""
"847,""DE JAEGER BRAET Luc"",""https://itra.run/RunnerSpace/DE%20JAEGER%20BRAET.Luc/218589"",""https://itra.run/images/member-pics/default.jpg"",""15:30:08"",""62"",""H"",""BEL"",""https://itra.run/images/CountryFlags/be.svg"""
"848,""FEBLES MOLINA Patricia"",""https://itra.run/RunnerSpace/FEBLES%20MOLINA.Patricia/375459"",""https://itra.run/images/member-pics/default.jpg"",""15:30:32"",""42"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"849,""DEVORA HERNANDEZ Felix"",""https://itra.run/RunnerSpace/DEVORA%20HERNANDEZ.Felix/375433"",""https://itra.run/images/member-pics/default.jpg"",""15:30:45"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"850,""Alcazar Dimas"",""https://itra.run/RunnerSpace/Alcazar.Dimas/3297231"",""https://itra.run/images/member-pics/default.jpg"",""15:30:45"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"851,""CANARDO CERVERA Guillermo"",""https://itra.run/RunnerSpace/CANARDO%20CERVERA.Guillermo/7427"",""https://itra.run/images/member-pics/default.jpg"",""15:30:45"",""46"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"852,""SUAREZ BEGEGA Marcos"",""https://itra.run/RunnerSpace/SUAREZ%20BEGEGA.Marcos/1994333"",""https://itra.run/images/member-pics/default.jpg"",""15:31:05"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"853,""ZAMORA Dani"",""https://itra.run/RunnerSpace/ZAMORA.Dani/1869207"",""https://itra.run/images/member-pics/default.jpg"",""15:31:11"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"854,""GONZALEZ PADRON Jose Alexander"",""https://itra.run/RunnerSpace/GONZALEZ%20PADRON.Jose%20Alexander/420463"",""https://itra.run/images/member-pics/default.jpg"",""15:31:13"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"855,""LARRONDE Ramuntxo"",""https://itra.run/RunnerSpace/LARRONDE.Ramuntxo/1928353"",""https://itra.run/images/member-pics/default.jpg"",""15:31:26"",""28"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"856,""LAZCANOTEGUY Alain"",""https://itra.run/RunnerSpace/LAZCANOTEGUY.Alain/136767"",""https://itra.run/images/member-pics/default.jpg"",""15:31:26"",""47"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"857,""Perez Borrero Juan"",""https://itra.run/RunnerSpace/Perez%20Borrero.Juan/1410121"",""https://itra.run/images/member-pics/default.jpg"",""15:32:12"",""29"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"858,""PLASENCIA BARRERA David Alonso"",""https://itra.run/RunnerSpace/PLASENCIA%20BARRERA.David%20Alonso/420445"",""https://itra.run/images/member-pics/default.jpg"",""15:32:35"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"859,""Marrero Umpierrez Natalia"",""https://itra.run/RunnerSpace/Marrero%20Umpierrez.Natalia/4557772"",""https://itra.run/images/member-pics/default.jpg"",""15:33:11"",""34"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"860,""MORENO MOYA Luis Antonio"",""https://itra.run/RunnerSpace/MORENO%20MOYA.Luis%20Antonio/1035903"",""https://itra.run/images/member-pics/default.jpg"",""15:33:39"",""29"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"861,""RODRIGUEZ DIAZ Jonatan"",""https://itra.run/RunnerSpace/RODRIGUEZ%20DIAZ.Jonatan/2048053"",""https://itra.run/Files/Photos/pic249891_689ce525.jpg"",""15:33:42"",""28"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"862,""FERNANDEZ MORALES Carlos"",""https://itra.run/RunnerSpace/FERNANDEZ%20MORALES.Carlos/234955"",""https://itra.run/images/member-pics/default.jpg"",""15:34:47"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"863,""ROLDAN ROA Gonzalo"",""https://itra.run/RunnerSpace/ROLDAN%20ROA.Gonzalo/416854"",""https://itra.run/images/member-pics/default.jpg"",""15:34:55"",""51"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"864,""MARCO SANTANA Rafael"",""https://itra.run/RunnerSpace/MARCO%20SANTANA.Rafael/233051"",""https://itra.run/images/member-pics/default.jpg"",""15:34:55"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"865,""NIKITIN Andrei"",""https://itra.run/RunnerSpace/NIKITIN.Andrei/1567977"",""https://itra.run/images/member-pics/default.jpg"",""15:35:10"",""35"",""H"",""RUS"",""https://itra.run/images/CountryFlags/ru.svg"""
"866,""AGUSTI PORTOLES Vicente"",""https://itra.run/RunnerSpace/AGUSTI%20PORTOLES.Vicente/1689861"",""https://itra.run/images/member-pics/default.jpg"",""15:36:24"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"867,""BALBASTRE CANO Carmen"",""https://itra.run/RunnerSpace/BALBASTRE%20CANO.Carmen/995151"",""https://itra.run/images/member-pics/default.jpg"",""15:36:26"",""45"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"868,""NEGRIN GONZALEZ Raul"",""https://itra.run/RunnerSpace/NEGRIN%20GONZALEZ.Raul/1469401"",""https://itra.run/images/member-pics/default.jpg"",""15:36:35"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"869,""HERRERA EXPOSITO Daniel"",""https://itra.run/RunnerSpace/HERRERA%20EXPOSITO.Daniel/381271"",""https://itra.run/images/member-pics/default.jpg"",""15:36:39"",""34"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
