"tablescraper-selected-row,""tablescraper-selected-row 2"",""tablescraper-selected-row href"",""tablescraper-selected-row src"",""tablescraper-selected-row 3"",""tablescraper-selected-row 4"",""tablescraper-selected-row 5"",""tablescraper-selected-row 6"",""tablescraper-selected-row src 2"""
"223,""PIJUAN CAUS Carles"",""https://itra.run/RunnerSpace/PIJUAN%20CAUS.Carles/412971"",""https://itra.run/Files/Photos/pic163581_564f1105.jpg"",""11:45:57"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"224,""HERNANDEZ TOLEDO Moises"",""https://itra.run/RunnerSpace/HERNANDEZ%20TOLEDO.Moises/2052367"",""https://itra.run/Files/Photos/pic177155_3903fa39.jpg"",""11:47:05"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"225,""HUILLET Stephane"",""https://itra.run/RunnerSpace/HUILLET.Stephane/136919"",""https://itra.run/images/member-pics/default.jpg"",""11:48:01"",""45"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"226,""etchegaray Eric"",""https://itra.run/RunnerSpace/etchegaray.Eric/112596"",""https://itra.run/images/member-pics/default.jpg"",""11:48:05"",""29"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"227,""ZAHONERO MORENO Alberto"",""https://itra.run/RunnerSpace/ZAHONERO%20MORENO.Alberto/1387907"",""https://itra.run/images/member-pics/default.jpg"",""11:48:22"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"228,""FARKAS Andrej"",""https://itra.run/RunnerSpace/FARKAS.Andrej/677535"",""https://itra.run/Files/Photos/pic26139_3a10f5e4.jpg"",""11:49:40"",""28"",""H"",""SVK"",""https://itra.run/images/CountryFlags/sk.svg"""
"229,""IACAMPO leiva Cristian Andres"",""https://itra.run/RunnerSpace/IACAMPO%20leiva.Cristian%20Andres/1421949"",""https://itra.run/images/member-pics/default.jpg"",""11:49:56"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"230,""SANCHEZ MARTINO Juan Manuel"",""https://itra.run/RunnerSpace/SANCHEZ%20MARTINO.Juan%20Manuel/312142"",""https://itra.run/images/member-pics/default.jpg"",""11:50:02"",""53"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"231,""ANTICH CARBONELL Neus"",""https://itra.run/RunnerSpace/ANTICH%20CARBONELL.Neus/444175"",""https://itra.run/images/member-pics/default.jpg"",""11:50:12"",""31"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"232,""SANCHEZ HERNANDEZ Jose Luis"",""https://itra.run/RunnerSpace/SANCHEZ%20HERNANDEZ.Jose%20Luis/272568"",""https://itra.run/images/member-pics/default.jpg"",""11:50:37"",""55"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"233,""Vazquez Oscar"",""https://itra.run/RunnerSpace/Vazquez.Oscar/1440921"",""https://itra.run/images/member-pics/default.jpg"",""11:50:44"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"234,""FERNANDEZ MIGUEL ANGEL"",""https://itra.run/RunnerSpace/FERNANDEZ.MIGUEL%20ANGEL/452197"",""https://itra.run/images/member-pics/default.jpg"",""11:51:04"",""46"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"235,""VELEZ QUISHPA Patricio"",""https://itra.run/RunnerSpace/VELEZ%20QUISHPA.Patricio/957455"",""https://itra.run/images/member-pics/default.jpg"",""11:51:24"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"236,""HERNANDEZ CONCEPCION Miguel Angel"",""https://itra.run/RunnerSpace/HERNANDEZ%20CONCEPCION.Miguel%20Angel/804424"",""https://itra.run/images/member-pics/default.jpg"",""11:54:17"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"237,""LYE Ian"",""https://itra.run/RunnerSpace/LYE.Ian/614140"",""https://itra.run/Files/Photos/pic52483_e7a370b2.jpg"",""11:54:20"",""40"",""H"",""SGP"",""https://itra.run/images/CountryFlags/sg.svg"""
"238,""ASENSIO GARCIA Jose"",""https://itra.run/RunnerSpace/ASENSIO%20GARCIA.Jose/759664"",""https://itra.run/Files/Photos/pic98469_93bd89d6.jpg"",""11:54:28"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"239,""CASTELLANO Alberto"",""https://itra.run/RunnerSpace/CASTELLANO.Alberto/1358511"",""https://itra.run/images/member-pics/default.jpg"",""11:54:39"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"240,""ACOSTA PEREZ FELIX MANUEL"",""https://itra.run/RunnerSpace/ACOSTA%20PEREZ.FELIX%20MANUEL/4350996"",""https://itra.run/images/member-pics/default.jpg"",""11:54:52"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"241,""ACOSTA PEREZ FELIX MANUEL"",""https://itra.run/RunnerSpace/ACOSTA%20PEREZ.FELIX%20MANUEL/4350996"",""https://itra.run/images/member-pics/default.jpg"",""11:54:54"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"242,""PADRON PEREZ Bruno Roman"",""https://itra.run/RunnerSpace/PADRON%20PEREZ.Bruno%20Roman/272616"",""https://itra.run/Files/Photos/pic59527_858e8b13.jpg"",""11:54:58"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"243,""GAMBOA CEREZO Mamerto"",""https://itra.run/RunnerSpace/GAMBOA%20CEREZO.Mamerto/564043"",""https://itra.run/Files/Photos/pic41405_e478c40b.jpg"",""11:56:46"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"244,""Gimenez Cabrera Vilma"",""https://itra.run/RunnerSpace/Gimenez%20Cabrera.Vilma/1778973"",""https://itra.run/images/member-pics/default.jpg"",""11:57:16"",""41"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"245,""VARGAS Hernan"",""https://itra.run/RunnerSpace/VARGAS.Hernan/230182"",""https://itra.run/images/member-pics/default.jpg"",""11:57:25"",""45"",""H"",""VEN"",""https://itra.run/images/CountryFlags/ve.svg"""
"246,""LOSADA CABRERA Reinaldo"",""https://itra.run/RunnerSpace/LOSADA%20CABRERA.Reinaldo/833425"",""https://itra.run/images/member-pics/default.jpg"",""11:57:58"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"247,""Alcalde Belen"",""https://itra.run/RunnerSpace/Alcalde.Belen/4497525"",""https://itra.run/images/member-pics/default.jpg"",""11:58:13"",""32"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"248,""LANGA BLANCO Pablo"",""https://itra.run/RunnerSpace/LANGA%20BLANCO.Pablo/637777"",""https://itra.run/images/member-pics/default.jpg"",""11:58:14"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"249,""NAZCO YASEN"",""https://itra.run/RunnerSpace/NAZCO.YASEN/797967"",""https://itra.run/images/member-pics/default.jpg"",""11:58:26"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"250,""CALVO MARTINEZ PACO"",""https://itra.run/RunnerSpace/CALVO%20MARTINEZ.PACO/172314"",""https://itra.run/images/member-pics/default.jpg"",""11:58:52"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"251,""GARCIA QUINTIAL Angel"",""https://itra.run/RunnerSpace/GARCIA%20QUINTIAL.Angel/361533"",""https://itra.run/Files/Photos/pic43567_7278525a.jpg"",""11:59:24"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"252,""SANCHEZ FERNANDEZ Hector"",""https://itra.run/RunnerSpace/SANCHEZ%20FERNANDEZ.Hector/226116"",""https://itra.run/images/member-pics/default.jpg"",""11:59:32"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"253,""FERNANDEZ PLAZAOLA Joxe"",""https://itra.run/RunnerSpace/FERNANDEZ%20PLAZAOLA.Joxe/161315"",""https://itra.run/images/member-pics/default.jpg"",""12:00:46"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"254,""GARCIA LOPEZ Juan Antonio"",""https://itra.run/RunnerSpace/GARCIA%20LOPEZ.Juan%20Antonio/1384967"",""https://itra.run/images/member-pics/default.jpg"",""12:00:59"",""34"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"255,""SUAREZ GARCIA Jose Alexis"",""https://itra.run/RunnerSpace/SUAREZ%20GARCIA.Jose%20Alexis/702130"",""https://itra.run/images/member-pics/default.jpg"",""12:01:00"",""44"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"256,""CONEJERO MARTINEZ Miguel Angel"",""https://itra.run/RunnerSpace/CONEJERO%20MARTINEZ.Miguel%20Angel/356144"",""https://itra.run/images/member-pics/default.jpg"",""12:01:03"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"257,""Almendros Sanvalero Jose"",""https://itra.run/RunnerSpace/Almendros%20Sanvalero.Jose/457725"",""https://itra.run/images/member-pics/default.jpg"",""12:01:04"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"258,""Esteve Simon Miguel Angel"",""https://itra.run/RunnerSpace/Esteve%20Simon.Miguel%20Angel/356143"",""https://itra.run/images/member-pics/default.jpg"",""12:01:04"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"259,""RUIZ SANTANA Jose Antonio"",""https://itra.run/RunnerSpace/RUIZ%20SANTANA.Jose%20Antonio/12328"",""https://itra.run/images/member-pics/default.jpg"",""12:02:10"",""55"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"260,""HERREROS JIMENEZ Juan Carlos"",""https://itra.run/RunnerSpace/HERREROS%20JIMENEZ.Juan%20Carlos/812191"",""https://itra.run/Files/Photos/pic48973_3233750b.jpg"",""12:02:13"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"261,""GOMEZ CALDERON RAUL"",""https://itra.run/RunnerSpace/GOMEZ%20CALDERON.RAUL/4477625"",""https://itra.run/images/member-pics/default.jpg"",""12:02:50"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"262,""ACEDO RAMONET Sergi"",""https://itra.run/RunnerSpace/ACEDO%20RAMONET.Sergi/452252"",""https://itra.run/images/member-pics/default.jpg"",""12:03:56"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"263,""PEREZ HERNANDEZ Jose Antonio"",""https://itra.run/RunnerSpace/PEREZ%20HERNANDEZ.Jose%20Antonio/2047997"",""https://itra.run/images/member-pics/default.jpg"",""12:04:03"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"264,""Sosa Eugenio"",""https://itra.run/RunnerSpace/Sosa.Eugenio/1472231"",""https://itra.run/images/member-pics/default.jpg"",""12:04:34"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"265,""ROIG RODRIGUEZ Vicente"",""https://itra.run/RunnerSpace/ROIG%20RODRIGUEZ.Vicente/869912"",""https://itra.run/images/member-pics/default.jpg"",""12:04:53"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"266,""VALENCIA Iker"",""https://itra.run/RunnerSpace/VALENCIA.Iker/1998027"",""https://itra.run/images/member-pics/default.jpg"",""12:05:17"",""34"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"267,""RODRIGUEZ BARRETO Carlos Zebenzui"",""https://itra.run/RunnerSpace/RODRIGUEZ%20BARRETO.Carlos%20Zebenzui/771339"",""https://itra.run/images/member-pics/default.jpg"",""12:05:20"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"268,""Heath Richard"",""https://itra.run/RunnerSpace/Heath.Richard/231695"",""https://itra.run/images/member-pics/default.jpg"",""12:05:48"",""48"",""H"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"269,""PULIDO PEREZ Jorge Jesus"",""https://itra.run/RunnerSpace/PULIDO%20PEREZ.Jorge%20Jesus/12260"",""https://itra.run/images/member-pics/default.jpg"",""12:06:53"",""44"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"270,""NAVARRO QUERO Diego"",""https://itra.run/RunnerSpace/NAVARRO%20QUERO.Diego/2188021"",""https://itra.run/images/member-pics/default.jpg"",""12:07:42"",""35"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"271,""PEREZ RODRIGUEZ Jesus Alberto"",""https://itra.run/RunnerSpace/PEREZ%20RODRIGUEZ.Jesus%20Alberto/272598"",""https://itra.run/images/member-pics/default.jpg"",""12:07:55"",""44"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"272,""Pope Tristan"",""https://itra.run/RunnerSpace/Pope.Tristan/1454423"",""https://itra.run/images/member-pics/default.jpg"",""12:08:08"",""33"",""H"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"273,""PEREZ SUAREZ Salvador"",""https://itra.run/RunnerSpace/PEREZ%20SUAREZ.Salvador/366819"",""https://itra.run/images/member-pics/default.jpg"",""12:08:14"",""47"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"274,""HERNANDEZ RUIZ Damian"",""https://itra.run/RunnerSpace/HERNANDEZ%20RUIZ.Damian/262470"",""https://itra.run/images/member-pics/default.jpg"",""12:08:16"",""48"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"275,""DUPUY Charles Antoine"",""https://itra.run/RunnerSpace/DUPUY.Charles%20Antoine/837421"",""https://itra.run/Files/Photos/pic66395_8e8c06d8.jpg"",""12:08:23"",""33"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"276,""KUNZE Sebastian"",""https://itra.run/RunnerSpace/KUNZE.Sebastian/479206"",""https://itra.run/images/member-pics/default.jpg"",""12:08:28"",""29"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"277,""CABRERA ALBELO Tanausu"",""https://itra.run/RunnerSpace/CABRERA%20ALBELO.Tanausu/702188"",""https://itra.run/images/member-pics/default.jpg"",""12:09:02"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"278,""FERNANDEZ MARTIN Juan Jesus"",""https://itra.run/RunnerSpace/FERNANDEZ%20MARTIN.Juan%20Jesus/2047963"",""https://itra.run/images/member-pics/default.jpg"",""12:09:04"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"279,""KOCH Nina"",""https://itra.run/RunnerSpace/KOCH.Nina/442374"",""https://itra.run/Files/Photos/fae1bfa4224943179a761703a39c09a8.jpg"",""12:09:30"",""40"",""F"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"280,""IBANEZ Jordi"",""https://itra.run/RunnerSpace/IBANEZ.Jordi/382104"",""https://itra.run/Files/Photos/pic7229_8618517a.jpg"",""12:09:38"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"281,""LE QUERE Anne Lise"",""https://itra.run/RunnerSpace/LE%20QUERE.Anne%20Lise/1926903"",""https://itra.run/images/member-pics/default.jpg"",""12:11:49"",""28"",""F"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"282,""LE GONIDEC Laurent"",""https://itra.run/RunnerSpace/LE%20GONIDEC.Laurent/26092"",""https://itra.run/images/member-pics/default.jpg"",""12:11:49"",""42"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"283,""ALONSO EXPOSITO Noel"",""https://itra.run/RunnerSpace/ALONSO%20EXPOSITO.Noel/2052363"",""https://itra.run/images/member-pics/default.jpg"",""12:11:52"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"284,""PERAZA PEREZ Jose Luis"",""https://itra.run/RunnerSpace/PERAZA%20PEREZ.Jose%20Luis/702193"",""https://itra.run/images/member-pics/default.jpg"",""12:12:25"",""34"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"285,""Serret Marta"",""https://itra.run/RunnerSpace/Serret.Marta/1554089"",""https://itra.run/images/member-pics/default.jpg"",""12:12:28"",""37"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"286,""CANELLAS ADROVER Tomeu"",""https://itra.run/RunnerSpace/CANELLAS%20ADROVER.Tomeu/648005"",""https://itra.run/images/member-pics/default.jpg"",""12:12:33"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"287,""JERONIMO JERONIMO Alberto"",""https://itra.run/RunnerSpace/JERONIMO%20JERONIMO.Alberto/452377"",""https://itra.run/images/member-pics/default.jpg"",""12:12:41"",""27"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"288,""BRUNESS Christian"",""https://itra.run/RunnerSpace/BRUNESS.Christian/2269951"",""https://itra.run/images/member-pics/default.jpg"",""12:14:44"",""35"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"289,""NOVOA JURADO Ruben"",""https://itra.run/RunnerSpace/NOVOA%20JURADO.Ruben/140629"",""https://itra.run/images/member-pics/default.jpg"",""12:15:01"",""52"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"290,""ALVAREZ Emilio"",""https://itra.run/RunnerSpace/ALVAREZ.Emilio/919677"",""https://itra.run/Files/Photos/pic15867_03823bfb.jpg"",""12:15:17"",""30"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"291,""GARCIA RODRIGUEZ Cristian"",""https://itra.run/RunnerSpace/GARCIA%20RODRIGUEZ.Cristian/452034"",""https://itra.run/Files/Photos/pic32431_91c8bff1.jpg"",""12:15:41"",""31"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"292,""VIZCAINO SANCHEZ Javier"",""https://itra.run/RunnerSpace/VIZCAINO%20SANCHEZ.Javier/1152187"",""https://itra.run/images/member-pics/default.jpg"",""12:16:03"",""44"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"293,""ARENCIBIA Aaron"",""https://itra.run/RunnerSpace/ARENCIBIA.Aaron/907819"",""https://itra.run/Files/Photos/pic25499_926182a8.jpg"",""12:16:23"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"294,""AVELLANEDA Miguel"",""https://itra.run/RunnerSpace/AVELLANEDA.Miguel/797971"",""https://itra.run/Files/Photos/pic37521_7873e682.jpg"",""12:16:33"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"295,""FILLIEZ Samuel"",""https://itra.run/RunnerSpace/FILLIEZ.Samuel/972665"",""https://itra.run/Files/Photos/pic46277_8928d82d.jpg"",""12:17:01"",""40"",""H"",""SUI"",""https://itra.run/images/CountryFlags/ch.svg"""
"296,""DEHEEGHER Laurent"",""https://itra.run/RunnerSpace/DEHEEGHER.Laurent/24288"",""https://itra.run/images/member-pics/default.jpg"",""12:17:49"",""49"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"297,""PEREZ PEREZ Oliver Fernando"",""https://itra.run/RunnerSpace/PEREZ%20PEREZ.Oliver%20Fernando/587404"",""https://itra.run/images/member-pics/default.jpg"",""12:18:33"",""39"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"298,""SANAGUSTIN Francisco Javier"",""https://itra.run/RunnerSpace/SANAGUSTIN.Francisco%20Javier/75965"",""https://itra.run/images/member-pics/default.jpg"",""12:19:27"",""62"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"299,""TRISCOTT Simon"",""https://itra.run/RunnerSpace/TRISCOTT.Simon/812772"",""https://itra.run/images/member-pics/default.jpg"",""12:20:38"",""37"",""H"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"300,""TOFFOLI Piero"",""https://itra.run/RunnerSpace/TOFFOLI.Piero/48542"",""https://itra.run/Files/Photos/pic19644_f06183d9.png"",""12:21:18"",""53"",""H"",""ITA"",""https://itra.run/images/CountryFlags/it.svg"""
"301,""RODRIGUEZ HERNANDEZ Baudilio"",""https://itra.run/RunnerSpace/RODRIGUEZ%20HERNANDEZ.Baudilio/234644"",""https://itra.run/images/member-pics/default.jpg"",""12:21:23"",""49"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"302,""Ruiz Sanchez Juan Francisco"",""https://itra.run/RunnerSpace/Ruiz%20Sanchez.Juan%20Francisco/1426155"",""https://itra.run/images/member-pics/default.jpg"",""12:23:01"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"303,""Gonzalez Carlos"",""https://itra.run/RunnerSpace/Gonzalez.Carlos/1717179"",""https://itra.run/Files/Photos/pic177703_ec4592b0.jpg"",""12:23:21"",""34"",""H"",""CRC"",""https://itra.run/images/CountryFlags/cr.svg"""
"304,""Hohenleitner Manuel"",""https://itra.run/RunnerSpace/Hohenleitner.Manuel/411350"",""https://itra.run/images/member-pics/default.jpg"",""12:23:39"",""37"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"305,""MARMORATO Alessandro"",""https://itra.run/RunnerSpace/MARMORATO.Alessandro/1529727"",""https://itra.run/Files/Photos/pic84003_7dd5a5d7.jpg"",""12:24:05"",""34"",""H"",""ITA"",""https://itra.run/images/CountryFlags/it.svg"""
"306,""TORAN FINESTRES Albert"",""https://itra.run/RunnerSpace/TORAN%20FINESTRES.Albert/3059111"",""https://itra.run/images/member-pics/default.jpg"",""12:24:31"",""51"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"307,""MARTIN MARRERO Daniel"",""https://itra.run/RunnerSpace/MARTIN%20MARRERO.Daniel/375293"",""https://itra.run/Files/Photos/pic23583_c3be2694.jpg"",""12:25:51"",""28"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"308,""CULLINAN Kevin"",""https://itra.run/RunnerSpace/CULLINAN.Kevin/2641315"",""https://itra.run/images/member-pics/default.jpg"",""12:25:53"",""39"",""H"",""IRL"",""https://itra.run/images/CountryFlags/ie.svg"""
"309,""GONZALEZ ACOSTA Antonio Manuel"",""https://itra.run/RunnerSpace/GONZALEZ%20ACOSTA.Antonio%20Manuel/12487"",""https://itra.run/images/member-pics/default.jpg"",""12:26:00"",""34"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"310,""CAMACHO FELIPE Francisco"",""https://itra.run/RunnerSpace/CAMACHO%20FELIPE.Francisco/634842"",""https://itra.run/images/member-pics/default.jpg"",""12:26:44"",""43"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"311,""SOSA PEREZ Isai"",""https://itra.run/RunnerSpace/SOSA%20PEREZ.Isai/234832"",""https://itra.run/images/member-pics/default.jpg"",""12:27:25"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"312,""COURTIN Jeremy"",""https://itra.run/RunnerSpace/COURTIN.Jeremy/462125"",""https://itra.run/images/member-pics/default.jpg"",""12:29:24"",""31"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"313,""GUILLEN RODRIGUEZ Juan"",""https://itra.run/RunnerSpace/GUILLEN%20RODRIGUEZ.Juan/1152191"",""https://itra.run/images/member-pics/default.jpg"",""12:29:29"",""49"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"314,""Hyslop Stuart"",""https://itra.run/RunnerSpace/Hyslop.Stuart/1605153"",""https://itra.run/images/member-pics/default.jpg"",""12:30:05"",""35"",""H"",""GBR"",""https://itra.run/images/CountryFlags/gb.svg"""
"315,""CALER LEDESMA Sergio"",""https://itra.run/RunnerSpace/CALER%20LEDESMA.Sergio/696038"",""https://itra.run/images/member-pics/default.jpg"",""12:30:19"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"316,""VILLAR LLULL Pedro"",""https://itra.run/RunnerSpace/VILLAR%20LLULL.Pedro/1509481"",""https://itra.run/images/member-pics/default.jpg"",""12:30:40"",""33"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"317,""INDART Olivier"",""https://itra.run/RunnerSpace/INDART.Olivier/78846"",""https://itra.run/images/member-pics/default.jpg"",""12:30:45"",""49"",""H"",""FRA"",""https://itra.run/images/CountryFlags/fr.svg"""
"318,""MESKELL Brian"",""https://itra.run/RunnerSpace/MESKELL.Brian/1017721"",""https://itra.run/images/member-pics/default.jpg"",""12:30:54"",""39"",""H"",""IRL"",""https://itra.run/images/CountryFlags/ie.svg"""
"319,""Sistermanns Elmar"",""https://itra.run/RunnerSpace/Sistermanns.Elmar/4495826"",""https://itra.run/images/member-pics/default.jpg"",""12:31:17"",""54"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"320,""DIAZ AVILES PEREZ Javier"",""https://itra.run/RunnerSpace/DIAZ%20AVILES%20PEREZ.Javier/2128511"",""https://itra.run/images/member-pics/default.jpg"",""12:32:22"",""41"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"321,""de Armas Ruyman"",""https://itra.run/RunnerSpace/de%20Armas.Ruyman/749912"",""https://itra.run/Files/Photos/pic103671_6ecb1108.jpg"",""12:32:30"",""40"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"322,""MONCHE BRAVO DE LAGUNA Gonzalo"",""https://itra.run/RunnerSpace/MONCHE%20BRAVO%20DE%20LAGUNA.Gonzalo/12732"",""https://itra.run/images/member-pics/default.jpg"",""12:32:32"",""38"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"323,""COLLADO ALMEIDA Jonathan"",""https://itra.run/RunnerSpace/COLLADO%20ALMEIDA.Jonathan/264627"",""https://itra.run/images/member-pics/default.jpg"",""12:32:37"",""42"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"324,""OLMO MORAL ABELARDO"",""https://itra.run/RunnerSpace/OLMO%20MORAL.ABELARDO/4493063"",""https://itra.run/Files/Photos/efedc45f8e7d43c7adb85b4b950c0d69.jpg"",""12:32:47"",""45"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"325,""Capote Martin Dailos"",""https://itra.run/RunnerSpace/Capote%20Martin.Dailos/803667"",""https://itra.run/images/member-pics/default.jpg"",""12:33:20"",""36"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"326,""MARTIN GONZALEZ Ana Belen"",""https://itra.run/RunnerSpace/MARTIN%20GONZALEZ.Ana%20Belen/262953"",""https://itra.run/images/member-pics/default.jpg"",""12:33:40"",""43"",""F"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"327,""SIEGER Philipp"",""https://itra.run/RunnerSpace/SIEGER.Philipp/2186415"",""https://itra.run/images/member-pics/default.jpg"",""12:33:53"",""32"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"328,""CARRERO Jesus"",""https://itra.run/RunnerSpace/CARRERO.Jesus/2136203"",""https://itra.run/Files/Photos/pic130405_3f800b94.jpg"",""12:33:54"",""37"",""H"",""ESP"",""https://itra.run/images/CountryFlags/es.svg"""
"329,""MUHLBERG Ronny"",""https://itra.run/RunnerSpace/MUHLBERG.Ronny/47148"",""https://itra.run/images/member-pics/default.jpg"",""12:34:18"",""50"",""H"",""GER"",""https://itra.run/images/CountryFlags/de.svg"""
"330,""KONOSHITA Mitsuji"",""https://itra.run/RunnerSpace/KONOSHITA.Mitsuji/569455"",""https://itra.run/Files/Photos/pic103225_dbef4a8b.jpg"",""12:34:39"",""52"",""H"",""CYP"",""https://itra.run/images/CountryFlags/cy.svg"""
